last_name,first_name,middle_name,suffix,nickname,full_name,name_comma,party,birthday,gender,type,state,district,senate_class,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Riley,Josh,Paul,,,Josh Riley,"Riley, Josh Paul",Democrat,1981-01-21,M,rep,NY,19,,https://riley.house.gov,128 Cannon House Office Building Washington DC 20515-3219,202-225-5441,,,,,RepRileyNY,,,,R000622,,N00049916,,H8NY22177,,457012,205997,Josh Riley,,,Josh Riley
Risch,James,E.,,,James E. Risch,"Risch, James E.",Republican,1943-05-03,M,sen,ID,,2,https://www.risch.senate.gov,483 Russell Senate Office Building Washington DC 20510,202-224-2752,https://www.risch.senate.gov/public/index.cfm?p=Email,,SenatorRisch,1096059529,senatorjimrisch,SenatorJamesRisch,UCncKW8xyT5UbPNO27YuQnBA,,R000584,1896,N00029441,S323,S8ID00092,1020034,412322,2919,Jim Risch,,40902,Jim Risch
Rivas,Luz,Maria,,,Luz M. Rivas,"Rivas, Luz Maria",Democrat,1974-02-06,F,rep,CA,29,,https://rivas.house.gov,1319 Longworth House Office Building Washington DC 20515-0529,202-225-6131,,,RepLuzRivas,,congresswomanluzrivas,,,,R000620,,N00054215,,H4CA29141,,456978,178070,Luz Maria Rivas,,,Luz Rivas
Rogers,Harold,,,Hal,Harold Rogers,"Rogers, Harold",Republican,1937-12-31,M,rep,KY,5,,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,550401754,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,,R000395,977,N00003473,,H0KY05015,6739,400340,26875,Harold Rogers,,14854,Hal Rogers
Rogers,Mike,,,,Mike Rogers,"Rogers, Mike",Republican,1958-07-16,M,rep,AL,3,,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,33977070,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,,R000575,1704,N00024759,,H2AL03032,1014740,400341,5705,Mike Rogers (Alabama),,20301,Mike Rogers (Alabama politician)
Rose,John,W.,,,John W. Rose,"Rose, John W.",Republican,1965-02-23,M,rep,TN,6,,https://johnrose.house.gov,2238 Rayburn House Office Building Washington DC 20515-4206,202-225-4231,,,RepJohnRose,1081312310059253763,repjohnrose,,,,R000612,,N00041599,,H8TN06094,,412818,180452,John Rose (Tennessee),,21959,John Rose (Tennessee politician)
Rosen,Jacky,,,,Jacky Rosen,"Rosen, Jacky",Democrat,1957-08-02,F,sen,NV,,1,https://www.rosen.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-6244,https://www.rosen.senate.gov/contact_jacky,,SenJackyRosen,818554054309715969,RepJackyRosen,,,,R000608,,N00038734,S402,"H6NV03139,S8NV00156",104738,412715,169471,Jacky Rosen,,21743,Jacky Rosen
Ross,Deborah,Koff,,,Deborah K. Ross,"Ross, Deborah Koff",Democrat,1963-06-20,F,rep,NC,2,,https://ross.house.gov,1221 Longworth House Office Building Washington DC 20515-3302,202-225-3032,,,RepDeborahRoss,1348683154815655940,RepDeborahRoss,,,,R000305,,N00038565,,H0NC02125,,456831,41560,Deborah Ross,,,Deborah Ross (politician)
Rounds,Mike,,,,Mike Rounds,"Rounds, Mike",Republican,1954-10-24,M,sen,SD,,2,https://www.rounds.senate.gov,716 Hart Senate Office Building Washington DC 20510,202-224-5842,https://www.rounds.senate.gov/contact/email-mike,,SenatorRounds,2955485182,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ,,R000605,2288,N00035187,S381,S4SD00049,78317,412669,7455,Mike Rounds,,41505,Mike Rounds
Rouzer,David,,,,David Rouzer,"Rouzer, David",Republican,1972-02-16,M,rep,NC,7,,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,834069080,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,,R000603,2256,N00033527,,H2NC07096,79710,412641,102964,David Rouzer,,21544,David Rouzer
Roy,Chip,,,,Chip Roy,"Roy, Chip",Republican,1972-08-07,M,rep,TX,21,,https://roy.house.gov,103 Cannon House Office Building Washington DC 20515-4321,202-225-4236,,,RepChipRoy,1082790600292925440,,,,,R000614,,N00042268,,H8TX21307,,412826,177319,Chip Roy,,21961,Chip Roy
Ruiz,Raul,,,,Raul Ruiz,"Ruiz, Raul",Democrat,1972-08-25,M,rep,CA,25,,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0525,202-225-5330,,http://ruiz.house.gov/rss.xml,RepRaulRuizMD,1089859058,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,,R000599,2109,N00033510,,H2CA36439,67721,412519,136407,Raul Ruiz,,21311,Raul Ruiz (politician)
Rulli,Michael,A.,,,Michael A. Rulli,"Rulli, Michael A.",Republican,1969-03-11,M,rep,OH,6,,https://rulli.house.gov,421 Cannon House Office Building Washington DC 20515-3506,202-225-5705,,,,,,,,,R000619,,N00054190,,H4OH06165,,456959,179016,Michael Rulli,,,Michael Rulli
Rutherford,John,H.,,,John H. Rutherford,"Rutherford, John H.",Republican,1952-09-02,M,rep,FL,5,,https://rutherford.house.gov,1711 Longworth House Office Building Washington DC 20515-0905,202-225-2501,,,RepRutherfordFL,828977216595849216,RepRutherfordFL,Reprutherfordfl,,,R000609,,N00039777,,H6FL04105,104531,412692,172542,John Rutherford (Florida),,21744,John Rutherford (Florida politician)
Ryan,Patrick,,,,Patrick Ryan,"Ryan, Patrick",Democrat,1982-03-28,M,rep,NY,18,,https://patryan.house.gov,1708 Longworth House Office Building Washington DC 20515-3218,202-225-5614,,,RepPatRyanNY,1569400849130049537,,,,,R000579,,N00041165,,H8NY19223,,456871,180314,Pat Ryan (New York),,,Pat Ryan (politician)
Salazar,Maria,Elvira,,,Maria Elvira Salazar,"Salazar, Maria Elvira",Republican,1961-11-01,F,rep,FL,27,,https://salazar.house.gov,2162 Rayburn House Office Building Washington DC 20515-0927,202-225-3931,,,RepMariaSalazar,1325928411689349120,RepMariaSalazar,,,,S000168,,N00042810,,H8FL27185,,456810,182300,Maria Elvira Salazar,,,María Elvira Salazar
Salinas,Andrea,Rose,,,Andrea Salinas,"Salinas, Andrea Rose",Democrat,1969-12-06,F,rep,OR,6,,https://salinas.house.gov,403 Cannon House Office Building Washington DC 20515-0001,202-225-5643,,,repsalinas,,RepSalinas,,,,S001226,,N00049738,,H2OR06066,,456934,178196,Andrea Salinas,,,Andrea Salinas
Sánchez,Linda,T.,,,Linda T. Sánchez,"Sánchez, Linda T.",Democrat,1969-01-28,F,rep,CA,38,,https://lindasanchez.house.gov,2309 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,312134473,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,,S001156,1757,N00024870,,H2CA39078,1003554,400355,29674,Linda Sánchez,,20310,Linda Sánchez
Sanders,Bernard,,,Bernie,Bernard Sanders,"Sanders, Bernard",Independent,1941-09-08,M,sen,VT,,1,https://www.sanders.senate.gov,332 Dirksen Senate Office Building Washington DC 20510,202-224-5141,https://www.sanders.senate.gov/contact/,http://www.sanders.senate.gov/rss/,SenSanders,29442313,senatorsanders,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,,S000033,1010,N00000528,S313,"H8VT01016,S4VT00033",994,400357,27110,Bernie Sanders,,29147,Bernie Sanders
Scalise,Steve,Joseph,,,Steve Scalise,"Scalise, Steve Joseph",Republican,1965-10-06,M,rep,LA,1,,https://scalise.house.gov,266 Cannon House Office Building Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,1209417007,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,,S001176,1892,N00009660,,H0LA01087,1015311,412261,9026,Steve Scalise,,20759,Steve Scalise
Scanlon,Mary,Gay,,,Mary Gay Scanlon,"Scanlon, Mary Gay",Democrat,1959-08-30,F,rep,PA,5,,https://scanlon.house.gov,1214 Longworth House Office Building Washington DC 20515-3805,202-225-2011,,,RepMGS,1067541214671577093,repmgs,,,,S001205,,N00042706,,H8PA07200,,412750,178890,Mary Gay Scanlon,,21762,Mary Gay Scanlon
Schakowsky,Janice,D.,,Jan,Janice D. Schakowsky,"Schakowsky, Janice D.",Democrat,1944-05-26,F,rep,IL,9,,https://schakowsky.house.gov,2408 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,24195214,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,,S001145,1588,N00004724,,H8IL09067,57874,400360,6387,Jan Schakowsky,,29911,Jan Schakowsky
Schatz,Brian,Emanuel,,,Brian Schatz,"Schatz, Brian Emanuel",Democrat,1972-10-20,M,sen,HI,,3,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,,SenBrianSchatz,1262099252,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,,S001194,2173,N00028138,S353,"S4HI00136,H6HI02244",87784,412507,17852,Brian E. Schatz,,41112,Brian Schatz
Schiff,Adam,B.,,,Adam B. Schiff,"Schiff, Adam B.",Democrat,1960-06-22,M,sen,CA,,1,https://www.schiff.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3841,,,SenAdamSchiff,,SenAdamSchiff,adamschiff,,,S001150,1635,N00009585,S427,"H0CA27085,S4CA00555",90167,400361,9489,Adam Schiff,,20104,Adam Schiff
Schmidt,Derek,Larkin,,,Derek Schmidt,"Schmidt, Derek Larkin",Republican,1968-01-23,M,rep,KS,2,,https://schmidt.house.gov,1223 Longworth House Office Building Washington DC 20515-1602,202-225-6601,,,repderekschmidt,,repderekschmidt,,,,S001228,,N00055179,,H4KS02164,,456990,34451,Derek Schmidt,,,Derek Schmidt
Schmitt,Eric,Stephen,,,Eric Schmitt,"Schmitt, Eric Stephen",Republican,1975-06-20,M,sen,MO,,3,https://www.schmitt.senate.gov,404 Russell Senate Office Building Washington DC 20510,202-224-5721,https://www.schmitt.senate.gov/contact/,,SenEricSchmitt,,116059838031776,@senericschmitt,,,S001227,,N00048414,S420,S2MO00544,,456875,104474,Eric Schmitt,,,Eric Schmitt
Schneider,Bradley,Scott,,Brad,Bradley Scott Schneider,"Schneider, Bradley Scott",Democrat,1961-08-20,M,rep,IL,10,,https://schneider.house.gov,300 Cannon House Office Building Washington DC 20515-1310,202-225-4835,,http://schneider.house.gov/rss.xml,RepSchneider,1071840474,CongressmanBradSchneider,RepBradSchneider,,,S001190,2124,N00033101,,H2IL10068,63948,412534,134948,Brad Schneider,,21326,Brad Schneider
Scholten,Hillary,Jeanne,,,Hillary J. Scholten,"Scholten, Hillary Jeanne",Democrat,1982-02-22,F,rep,MI,3,,https://scholten.house.gov,1317 Longworth House Office Building Washington DC 20515-2203,202-225-3831,,,RepScholten,,100089476625799,,,,S001221,,N00044885,,H0MI03316,,456906,191584,Hillary Scholten,,,Hillary Scholten
Schrier,Kim,,,,Kim Schrier,"Schrier, Kim",Democrat,1968-08-23,F,rep,WA,8,,https://schrier.house.gov,1110 Longworth House Office Building Washington DC 20515-4708,202-225-7761,,,RepKimSchrier,1080462532815532032,repkimschrier,,,,S001216,,N00041606,,H8WA08189,,412835,181124,Kim Schrier,,21962,Kim Schrier
Schumer,Charles,E.,,Chuck,Charles E. Schumer,"Schumer, Charles E.",Democrat,1950-11-23,M,sen,NY,,3,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,17494010,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,,S000148,1036,N00001093,S270,"S8NY00082,H0NY16010",5929,300087,26976,Chuck Schumer,,14858,Chuck Schumer
Schweikert,David,,,,David Schweikert,"Schweikert, David",Republican,1962-03-03,M,rep,AZ,1,,https://schweikert.house.gov,166 Cannon House Office Building Washington DC 20515-0301,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,229197216,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,,S001183,1994,N00006460,,"H4AZ06045,H8AZ05097",5205,412399,106387,David Schweikert,,21105,David Schweikert
Scott,Austin,,,,Austin Scott,"Scott, Austin",Republican,1969-12-10,M,rep,GA,8,,https://austinscott.house.gov,2185 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,234797704,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,,S001189,2009,N00032457,,H0GA08099,623344,412417,11812,Austin Scott,,21123,Austin Scott
Scott,Robert,C.,,Bobby,"Robert C. ""Bobby"" Scott","Scott, Robert C.",Democrat,1947-04-30,M,rep,VA,3,,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,161791703,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,,S000185,1037,N00002147,,H6VA01117,25888,400364,27117,Robert C. Scott,,39307,Bobby Scott (politician)
Scott,Tim,,,,Tim Scott,"Scott, Tim",Republican,1965-09-19,M,sen,SC,,3,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,217543151,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,,S001184,2056,N00031782,S365,"H0SC01279,S4SC00240",623506,412471,11940,Tim Scott,,21173,Tim Scott
Scott,Rick,,,,Rick Scott,"Scott, Rick",Republican,1952-12-01,M,sen,FL,,1,https://www.rickscott.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-5274,https://www.rickscott.senate.gov/contact/contact,,SenRickScott,131546062,RickScottSenOffice,,UC-Y9pFmW4PYGZHkC8lcqSkQ,,S001217,,N00043290,S404,S8FL00273,,412838,124204,Rick Scott,,41903,Rick Scott
Self,Keith,Alan,,,Keith Self,"Self, Keith Alan",Republican,1953-03-20,M,rep,TX,3,,https://keithself.house.gov,1030 Longworth House Office Building Washington DC 20515-4303,202-225-4201,,,repkeithself,,repkeithself,,,,S001224,,N00049337,,H2TX03290,,456941,97491,Keith Self,,,Keith Self
Sessions,Pete,A.,,,Pete Sessions,"Sessions, Pete A.",Republican,1955-03-22,M,rep,TX,17,,https://sessions.house.gov,2204 Rayburn House Office Building Washington DC 20515-4317,202-225-6105,,http://sessions.house.gov/?a=rss.feed,PeteSessions,24735461,petesessions,@congressmanpetesessions,,,S000250,1525,N00005681,,H2TX03126,36807,400367,288,Pete Sessions,,29759,Pete Sessions
Sewell,Terri,A.,,,Terri A. Sewell,"Sewell, Terri A.",Democrat,1965-01-01,F,rep,AL,7,,https://sewell.house.gov,1035 Longworth House Office Building Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,381152398,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,,S001185,1988,N00030622,,H0AL07086,623257,412396,121621,Terri Sewell,,21102,Terri Sewell
Shaheen,Jeanne,,,,Jeanne Shaheen,"Shaheen, Jeanne",Democrat,1947-01-28,F,sen,NH,,2,https://www.shaheen.senate.gov,506 Hart Senate Office Building Washington DC 20510,202-224-2841,https://www.shaheen.senate.gov/contact/contact-jeanne,http://www.shaheen.senate.gov/rss/,SenatorShaheen,109287731,SenatorShaheen,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA,,S001181,1901,N00024790,S324,S0NH00219,22850,412323,1663,Jeanne Shaheen,,40906,Jeanne Shaheen
Sheehy,Tim,Patrick,,,Tim Sheehy,"Sheehy, Tim Patrick",Republican,1985-11-18,M,sen,MT,,1,https://www.sheehy.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-2644,,,,,,,,,S001232,,N00053174,S435,S4MT00183,,456966,215303,Tim Sheehy,,,Tim Sheehy
Sherman,Brad,J.,,,Brad Sherman,"Sherman, Brad J.",Democrat,1954-10-24,M,rep,CA,32,,https://sherman.house.gov,2365 Rayburn House Office Building Washington DC 20515-0532,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,30216513,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,,S000344,1526,N00006897,,H6CA24113,45124,400371,142,Brad Sherman,,29707,Brad Sherman
Shreve,Jefferson,Scott,,,Jefferson Shreve,"Shreve, Jefferson Scott",Republican,1965-09-24,M,rep,IN,6,,https://shreve.house.gov,224 Cannon House Office Building Washington DC 20515-1406,202-225-3021,,,repshreve,,RepJeffersonShreve,,,,S001229,,N00054651,,H4IN06185,,456988,148154,Jefferson Shreve,,,Jefferson Shreve
Simon,Lateefah,Aaliyah,,,Lateefah Simon,"Simon, Lateefah Aaliyah",Democrat,1977-01-29,F,rep,CA,12,,https://simon.house.gov,1023 Longworth House Office Building Washington DC 20515-0512,202-225-2661,,,RepLSimon,,RepLSimon,,,,S001231,,N00052195,,H4CA12154,,456974,213551,Lateefah Simon,,,Lateefah Simon
Simpson,Michael,K.,,Mike,Michael K. Simpson,"Simpson, Michael K.",Republican,1950-09-08,M,rep,ID,2,,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,76132891,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,,S001148,1590,N00006263,,H8ID02064,57889,400376,2917,Michael K. Simpson,,29910,Mike Simpson
Slotkin,Elissa,,,,Elissa Slotkin,"Slotkin, Elissa",Democrat,1976-07-10,F,sen,MI,,1,https://www.slotkin.senate.gov,291 Russell Senate Office Building Washington DC 20510,202-224-4822,,,RepSlotkin,1078401427347857408,SenElissaSlotkin,,,,S001208,,N00041357,S436,"H8MI08102,S4MI00470",,412784,181080,Elissa Slotkin,,21965,Elissa Slotkin
Smith,Adam,,,,Adam Smith,"Smith, Adam",Democrat,1965-06-15,M,rep,WA,9,,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,58928690,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,,S000510,1528,N00007833,,H6WA09025,44329,400379,845,Adam Smith,,29768,Adam Smith (Washington politician)
Smith,Adrian,,,,Adrian Smith,"Smith, Adrian",Republican,1970-12-19,M,rep,NE,3,,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,296245061,repadriansmith,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,,S001172,1860,N00027623,,H6NE03115,1022845,412217,21284,Adrian Smith,,20729,Adrian Smith (politician)
Smith,Christopher,H.,,Chris,Christopher H. Smith,"Smith, Christopher H.",Republican,1953-03-04,M,rep,NJ,4,,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,,,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,S000522,1071,N00009816,,H8NJ04014,6411,400380,26952,Chris Smith (New Jersey),,14863,Chris Smith (New Jersey politician)
Smith,Jason,T.,,,Jason Smith,"Smith, Jason T.",Republican,1980-06-16,M,rep,MO,8,,https://jasonsmith.house.gov,1011 Longworth House Office Building Washington DC 20515-2508,202-225-4404,,http://jasonsmith.house.gov/rss.xml,RepJasonSmith,1623308912,repjasonsmith,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,,S001195,2191,N00035282,,H4MO08162,71083,412596,59318,Jason Smith (Missouri representative),,21373,Jason Smith (American politician)
Smith,Tina,Flint,,,Tina Smith,"Smith, Tina Flint",Democrat,1958-03-04,F,sen,MN,,2,https://www.smith.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-5641,https://www.smith.senate.gov/share-your-opinion/,,SenTinaSmith,941000686275387392,USSenTinaSmith,,,,S001203,,N00042353,S394,S8MN00578,111313,412742,152968,Tina Smith,,41706,Tina Smith
Smucker,Lloyd,,,,Lloyd Smucker,"Smucker, Lloyd",Republican,1964-01-23,M,rep,PA,11,,https://smucker.house.gov,302 Cannon House Office Building Washington DC 20515-3811,202-225-2411,,,RepSmucker,41417564,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,,S001199,,N00038781,,H6PA16320,103540,412722,102454,Lloyd Smucker,,21745,Lloyd Smucker
Sorensen,Eric,,,,Eric Sorensen,"Sorensen, Eric",Democrat,1976-03-18,M,rep,IL,17,,https://sorensen.house.gov,1314 Longworth House Office Building Washington DC 20515-1317,202-225-5905,,,RepEricSorensen,1611441794704674828,,,,,S001225,,N00049558,,H2IL17147,,456902,204339,Eric Sorensen,,,Eric Sorensen (politician)
Soto,Darren,,,,Darren Soto,"Soto, Darren",Democrat,1978-02-25,M,rep,FL,9,,https://soto.house.gov,2353 Rayburn House Office Building Washington DC 20515-0909,202-225-9889,,,RepDarrenSoto,818713465653051392,CongressmanDarrenSoto,repdarrensoto,,,S001200,,N00037422,,H6FL09179,104534,412695,67618,Darren Soto,,21746,Darren Soto
Spartz,Victoria,,,,Victoria Spartz,"Spartz, Victoria",Republican,1978-10-06,F,rep,IN,5,,https://spartz.house.gov,1609 Longworth House Office Building Washington DC 20515-1405,202-225-2276,,,RepSpartz,1344845201479663621,RepSpartz,,,,S000929,,N00046537,,H0IN05326,,456822,178203,Victoria Spartz,,,Victoria Spartz
Stansbury,Melanie,Ann,,,Melanie A. Stansbury,"Stansbury, Melanie Ann",Democrat,1979-01-31,F,rep,NM,1,,https://stansbury.house.gov,1421 Longworth House Office Building Washington DC 20515-3101,202-225-6316,,,Rep_Stansbury,1404519992582942724,RepStansbury,,,,S001218,,N00047871,,H2NM01144,,456861,180789,Melanie Ann Stansbury,,,Melanie Stansbury
Stanton,Greg,,,,Greg Stanton,"Stanton, Greg",Democrat,1970-03-08,M,rep,AZ,4,,https://stanton.house.gov,207 Cannon House Office Building Washington DC 20515-0304,202-225-9888,,,RepGregStanton,1080885078425784320,repgregstanton,,,,S001211,,N00041750,,H8AZ09040,,412753,72030,Greg Stanton,,21968,Greg Stanton
Stauber,Pete,,,,Pete Stauber,"Stauber, Pete",Republican,1966-05-10,M,rep,MN,8,,https://stauber.house.gov,145 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,RepPeteStauber,1075830599007510535,RepPeteStauber,,,,S001212,,N00041511,,H8MN08043,,412792,159954,Pete Stauber,,21969,Pete Stauber
Stefanik,Elise,M.,,,Elise M. Stefanik,"Stefanik, Elise M.",Republican,1984-07-02,F,rep,NY,21,,https://stefanik.house.gov,2211 Rayburn House Office Building Washington DC 20515-3221,202-225-4611,,,RepStefanik,2962813893,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA,,S001196,2263,N00035523,,H4NY21079,76364,412648,152539,Elise Stefanik,,21541,Elise Stefanik
Steil,Bryan,,,,Bryan Steil,"Steil, Bryan",Republican,1981-03-30,M,rep,WI,1,,https://steil.house.gov,1526 Longworth House Office Building Washington DC 20515-4901,202-225-3031,,,RepBryanSteil,1075205691621720064,,,,,S001213,,N00043379,,H8WI01156,,412836,181289,Bryan Steil,,21970,Bryan Steil
Steube,W.,Gregory,,,W. Gregory Steube,"Steube, W. Gregory",Republican,1978-05-19,M,rep,FL,17,,https://steube.house.gov,2457 Rayburn House Office Building Washington DC 20515-0917,202-225-5792,,,RepGregSteube,1083125649609506816,RepGregSteube,@RepGregSteube,,,S001214,,N00042808,,H8FL17053,,412766,117248,Greg Steube,,21971,Greg Steube
Stevens,Haley,M.,,,Haley M. Stevens,"Stevens, Haley M.",Democrat,1983-06-24,F,rep,MI,11,,https://stevens.house.gov,2411 Rayburn House Office Building Washington DC 20515-2211,202-225-8171,,,RepHaleyStevens,1076161611033968640,RepHaleyStevens,,,,S001215,,N00040915,,H8MI11254,,412786,181092,Haley Stevens,,21972,Haley Stevens
Strickland,Marilyn,,,,Marilyn Strickland,"Strickland, Marilyn",Democrat,1962-09-25,F,rep,WA,10,,https://strickland.house.gov,1724 Longworth House Office Building Washington DC 20515-4710,202-225-9740,,,RepStricklandWA,1343646545955213312,RepStricklandWA,,,,S001159,,N00046320,,H0WA10034,,456854,80596,Marilyn Strickland,,,Marilyn Strickland
Strong,Dale,,,,Dale W. Strong,"Strong, Dale",Republican,1970-05-08,M,rep,AL,5,,https://strong.house.gov,449 Cannon House Office Building Washington DC 20515-0105,202-225-4801,,,RepDaleStrong,,repdalestrong,,,,S001220,,N00048145,,H2AL05102,,456878,81485,Dale Strong,,,Dale Strong
Stutzman,Marlin,A.,,,Marlin A. Stutzman,"Stutzman, Marlin A.",Republican,1976-08-31,M,rep,IN,3,,https://stutzman.house.gov,404 Cannon House Office Building Washington DC 20515-1403,202-225-4436,,http://stutzman.house.gov/press_releases.rss,RepStutzman,,repstutzman,,,,S001188,1981,N00030891,,"H0IN03198,S0IN00095",9267685,412392,34230,Marlin Stutzman,,21100,Marlin Stutzman
Subramanyam,Suhas,,,,Suhas Subramanyam,"Subramanyam, Suhas",Democrat,1986-09-26,M,rep,VA,10,,https://subramanyam.house.gov,1009 Longworth House Office Building Washington DC 20515-4610,202-225-5136,,,RepSuhas,,RepSuhasSubramanyam,,,,S001230,,N00054085,,H4VA10279,,457028,186400,Suhas Subramanyam,,,Suhas Subramanyam
Sullivan,Dan,,,,Dan Sullivan,"Sullivan, Dan",Republican,1964-11-13,M,sen,AK,,2,https://www.sullivan.senate.gov,706 Hart Senate Office Building Washington DC 20510,202-224-3004,https://www.sullivan.senate.gov/contact/email,,SenDanSullivan,2891210047,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw,,S001198,2290,N00035774,S383,S4AK00214,1023262,412665,114964,Daniel S. Sullivan,,41500,Dan Sullivan (U.S. senator)
Suozzi,Thomas,R.,,,Thomas R. Suozzi,"Suozzi, Thomas R.",Democrat,1962-08-31,M,rep,NY,3,,https://suozzi.house.gov,203 Cannon House Office Building Washington DC 20515-3203,202-225-3335,,,reptomsuozzi,,RepTomSuozzi,,,,S001201,,N00038742,,H6NY03247,104747,412717,92111,Tom Suozzi,,21747,Tom Suozzi
Sykes,Emilia,Strong,,,Emilia Strong Sykes,"Sykes, Emilia Strong",Democrat,1986-01-04,F,rep,OH,13,,https://sykes.house.gov,1217 Longworth House Office Building Washington DC 20515-3513,202-225-6265,,,RepEmiliaSykes,1611527835742519297,repemiliasykes,@repemiliasykes,,,S001223,,N00050165,,H2OH13264,,456930,152164,Emilia Sykes,,,Emilia Sykes
Takano,Mark,,,,Mark Takano,"Takano, Mark",Democrat,1960-12-10,M,rep,CA,39,,https://takano.house.gov,2078 Rayburn House Office Building Washington DC 20515-0539,202-225-2305,,http://takano.house.gov/rss.xml,RepMarkTakano,1037321378,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,,T000472,2110,N00006701,,H2CA43245,2737,412520,22337,Mark Takano,,21312,Mark Takano
